Drug	Datapoints	Corr_AUC	Corr_IC50	Strong_range	Weak_range
1001	145	0.826291135254291	0.804097568556285	6.89655172413793	11.7241379310345
1004	147	0.980411638924359	0.220528753987755	23.8095238095238	0.680272108843537
1005	147	0.833855941488036	0.707341233647558	4.76190476190476	10.2040816326531
1006	146	0.95387003171604	0.66105869063791	4.10958904109589	5.47945205479452
1007	147	0.929855911264913	-0.238799096504522	10.8843537414966	4.08163265306122
1008	146	0.796531479856941	0.0454227247561318	0.684931506849315	50
1009	145	0.734943316013226	0.176557327525102	0.689655172413793	68.2758620689655
1010	144	0.631693593762559	-0.0882404986536155	0	65.9722222222222
1011	145	0.797571248622264	0.44684012421357	8.27586206896552	46.2068965517241
1012	147	0.924381748256504	0.931204765547781	39.4557823129252	1.36054421768707
1013	144	0.601953219194599	-0.223585646410496	0	74.3055555555556
1014	142	0.952526346892544	0.703778827449135	7.04225352112676	16.9014084507042
1015	145	0.913312864115887	0.719878111588153	4.13793103448276	5.51724137931035
1016	144	0.962912949119846	-0.00525608254426704	0	9.02777777777778
1017	146	0.70674712965016	-0.114392816371347	0	67.1232876712329
1018	147	0.531145429079253	-0.00195032464880651	0	85.0340136054422
1019	147	0.817225668497684	0.569695292230653	0.680272108843537	39.4557823129252
1020	147	0.483407962478174	0.142373699362875	0	90.4761904761905
1021	145	0.711994174145804	0.213157421769038	1.37931034482759	41.3793103448276
1022	146	0.970424069486085	0.883734165924548	25.3424657534247	2.05479452054794
1023	146	0.780463304830671	0.312418999781468	2.05479452054794	65.7534246575342
1024	146	0.964559012079088	0.81402930994485	13.013698630137	1.36986301369863
1025	133	0.553646667550831	-0.011646478999367	0	70.6766917293233
1026	145	0.974913399464651	0.897156154019458	12.4137931034483	10.3448275862069
1028	146	0.61543963830218	0.047210157124598	0	87.6712328767123
1029	145	0.755286569044245	0.238870729468733	0	71.0344827586207
1030	145	0.627637379940167	0.014454205478047	0.689655172413793	56.551724137931
1031	147	0.983290391313875	0.0638607416284529	42.8571428571429	7.48299319727891
1032	147	0.771275189083408	-0.0522967305086172	0	65.3061224489796
1033	147	0.545988258317025	-0.111435274661864	0	74.1496598639456
1036	145	0.692268934026138	0.162970261763559	1.37931034482759	56.551724137931
1037	145	0.855361360415683	0.866871990340569	4.82758620689655	9.6551724137931
1038	143	0.570003939722249	-0.328877017688263	0	59.4405594405594
1039	144	0.527134602458471	-0.0854987006145266	0	87.5
1042	144	0.721750663129973	0.0127580667115571	0	67.3611111111111
1043	145	0.593873596553583	0.115472799953812	0	76.551724137931
1046	134	0.419733413134827	0.315879661784232	0	41.7910447761194
1047	145	0.769532357109117	0.598747655632137	1.37931034482759	61.3793103448276
1049	145	0.647988505747126	0.100100161915538	0.689655172413793	76.551724137931
1050	139	0.688734974753117	0.390143470751311	0	20.1438848920863
1052	145	0.704810266099827	0.270863676424422	0	55.1724137931034
1053	141	0.902410205916349	0.432649809606176	0	25.531914893617
1054	141	0.938661757780727	0.609915589113117	0	17.7304964539007
1057	142	0.949538025654298	0.245098199533628	2.8169014084507	2.8169014084507
1058	142	0.933225899063478	0.742124824731639	0.704225352112676	16.1971830985916
1059	142	0.930786624223843	0.908192038393206	2.8169014084507	2.8169014084507
1060	142	0.953759557242338	0.224413777631223	3.52112676056338	23.943661971831
1061	141	0.57904019863864	0.195404803354152	0.709219858156028	70.2127659574468
1062	139	0.884622731828082	0.345711505069348	1.43884892086331	56.1151079136691
1066	159	0.885027230883957	0.0740094917294704	1.25786163522013	31.4465408805031
1067	165	0.627684128977106	0.069437916842496	0	90.9090909090909
1069	166	0.655349541880095	-0.166864809942118	0	55.421686746988
1072	166	0.791968308727561	0.134030115482631	0	82.5301204819277
1091	163	0.876624492216292	0.457707495596124	0	28.8343558282209
1114	146	0.794865664735427	-0.136945812807882	0	73.972602739726
1129	165	0.744946971923169	-0.201313464670958	1.81818181818182	58.7878787878788
1133	166	0.821217149490723	0.526381682575853	4.21686746987952	11.4457831325301
1142	80	0.929184247538678	0.938448482680635	13.75	0
1143	80	0.869010782934834	0.612719746526378	1.25	35
1149	166	0.981662086560723	0.725280824069842	33.7349397590361	0
1158	80	0.646015002344116	-0.212141832207938	0	52.5
1161	80	0.931364275668073	0.888436350907471	27.5	7.5
1164	80	0.87079231129864	0.601484926759088	0	16.25
1166	80	0.985607126113455	0.900536815456412	68.75	0
1170	161	0.675192661605705	0.795560739787859	2.48447204968944	11.8012422360248
1175	167	0.822876621971204	0.156306201788432	0	64.0718562874251
1192	165	0.878233109822884	0.431237514592144	1.21212121212121	22.4242424242424
1194	164	0.63112646742753	-0.0241601046437331	0	76.219512195122
1199	164	0.663169779494783	-0.10668897527365	0	85.9756097560976
1203	72	0.800469483568075	0.271106299391625	1.38888888888889	72.2222222222222
1218	158	0.68128730365566	0.261714859536095	1.26582278481013	81.0126582278481
1219	166	0.870372726616865	0.652101932635623	2.40963855421687	12.0481927710843
1230	165	0.547792420987233	-0.132793785039534	0	87.8787878787879
1236	165	0.868730799027596	0.897674763550958	35.7575757575758	21.2121212121212
1239	137	0.916095730580395	0.882572807874294	13.8686131386861	1.45985401459854
1241	157	0.67331467054724	0.201196090510535	0	49.6815286624204
1242	158	0.986199321831754	0.809179227245975	44.9367088607595	0
1243	164	0.920403193992899	0.927955432402613	52.4390243902439	1.82926829268293
1248	153	0.988782943977053	0.216823381716927	22.8758169934641	10.4575163398693
1259	157	0.953841812464726	0.741465327252136	4.45859872611465	11.4649681528662
1261	160	0.784457400679714	-0.289401150888817	3.75	61.25
1262	154	0.305029945727323	0.13912166872805	0	97.4025974025974
1268	160	0.743167701863354	-0.14975672395528	0	73.75
133	176	0.99333700198107	0.311290432555714	61.3636363636364	0.568181818181818
134	176	0.978699097512657	0.943678554067747	31.25	3.40909090909091
135	174	0.9850656339873	0.348317666155333	26.4367816091954	0
136	176	0.992568787145058	0.605550388139943	94.8863636363636	0
1371	160	0.773315363881401	0.269514910635083	0.625	66.875
1372	152	0.986208216294534	0.496791248041641	8.55263157894737	13.1578947368421
1373	148	0.850053861559135	0.288646791995657	1.35135135135135	35.8108108108108
1375	154	0.637175745398693	-0.217480478598328	0	91.5584415584416
1377	158	0.906474240103201	0.296851128841299	0	60.7594936708861
1378	166	0.994133966459195	0.83953072915898	10.8433734939759	6.62650602409639
140	176	0.986755447941889	0.0454306496078263	27.8409090909091	6.25
147	175	0.518048879337788	0.012332306124292	0	85.7142857142857
1494	164	0.885386258212833	-0.0558528773535732	16.4634146341463	2.4390243902439
1495	154	0.818927688377404	0.230772960267181	1.94805194805195	48.7012987012987
1498	158	0.962449742073966	0.669518919764751	2.53164556962025	26.5822784810127
1502	147	0.626164419919985	-0.12287045287481	0	91.8367346938776
151	176	0.851915034118424	0.645019820766005	1.13636363636364	19.8863636363636
152	172	0.960825238253585	0.859593955404425	9.30232558139535	11.046511627907
1526	152	0.943865800066977	0.624999651034672	6.57894736842105	17.7631578947368
1527	152	0.931071836193522	0.860362048426226	0.657894736842105	4.60526315789474
1529	122	0.932826869252299	0.72019239860926	9.83606557377049	13.1147540983607
153	176	0.864371560642747	0.220566097818827	5.11363636363636	17.6136363636364
154	174	0.659614453714514	0.336896128988977	1.14942528735632	75.2873563218391
155	176	0.639170151882016	-0.0176042253604646	1.70454545454545	35.2272727272727
156	175	0.906950291088222	0.312281981592916	0	37.7142857142857
157	175	0.975226153157188	0.89602328705777	62.2857142857143	0
158	171	0.731826145390837	0.456472613860884	1.16959064327485	19.8830409356725
159	174	0.943253509496284	0.863233681952059	39.6551724137931	7.47126436781609
163	176	0.970979528945631	0.89565375220135	9.65909090909091	8.52272727272727
164	174	0.96871209316894	0.51438705078697	10.9195402298851	9.77011494252874
165	173	0.991494036554784	0.947740248340721	67.0520231213873	0
166	176	0.674556460488664	-0.168496633496239	0	76.7045454545455
167	176	0.951681708122386	0.971916669555876	97.1590909090909	0.568181818181818
170	176	0.992813119084306	0.901839113406078	96.0227272727273	0
171	175	0.788186059322101	0.126895708936695	0	48.5714285714286
172	176	0.903759630200308	0.945591475034959	28.9772727272727	1.70454545454545
173	176	0.978582434514638	0.926863263406702	36.3636363636364	0.568181818181818
175	175	0.656477832512315	0.544475885665435	6.85714285714286	42.8571428571429
176	176	0.819126128109179	0.903033167605301	40.9090909090909	27.8409090909091
177	175	0.926477231570472	0.787075485402014	1.71428571428571	21.7142857142857
178	174	0.916309689911444	0.73892978462514	5.17241379310345	13.7931034482759
179	174	0.980042711922321	0.765062226873239	4.59770114942529	22.9885057471264
180	174	0.968156268686466	0.126693482536348	51.7241379310345	1.72413793103448
182	175	0.975886699507389	0.254884208231425	89.7142857142857	0
184	175	0.927702642185401	0.647098230386102	10.8571428571429	9.14285714285714
185	176	0.887996918335901	0.203755779771613	0	53.4090909090909
186	175	0.658045230631438	0.233353251097321	0.571428571428571	44.5714285714286
190	174	0.992223013183747	0.759157637879038	45.4022988505747	1.72413793103448
192	176	0.683788245652652	-0.108274112968238	0	82.9545454545455
193	174	0.644482271410037	0.00533616106211514	0	93.6781609195402
194	175	0.976094939543215	0.441254527065465	48	1.14285714285714
196	172	0.956415100124286	0.890684374828524	65.1162790697674	10.4651162790698
197	175	0.724010300044783	-0.124555564175198	0.571428571428571	76
199	175	0.803284818629646	0.463711879335641	1.14285714285714	44
200	176	0.986799471714726	0.523767150428239	86.3636363636364	0
201	175	0.99269592476489	-0.162566463828747	41.1428571428571	2.28571428571429
202	176	0.590096852300242	-0.16850124191663	0	86.3636363636364
203	173	0.875586306318146	0.922972668318342	27.7456647398844	10.9826589595376
204	176	0.979313229143738	0.677620515725152	49.4318181818182	3.40909090909091
205	174	0.442113955408753	0.173364328798931	0	97.1264367816092
206	172	0.583692394044663	0.0931486002328384	0	95.3488372093023
207	175	0.892666815942678	0.754703025951385	37.1428571428571	8
208	172	0.974746652893829	-0.305773381050283	9.30232558139535	27.3255813953488
211	173	0.729327264046428	-0.0852545905962342	0	58.3815028901734
219	171	0.984568123455012	0.863423466984865	21.6374269005848	10.5263157894737
221	173	0.849368455025414	0.469848717649167	3.46820809248555	29.4797687861272
222	173	0.953451288873644	0.579767757948209	7.51445086705202	24.8554913294798
223	173	0.975198279338621	0.845859712886299	6.35838150289017	10.9826589595376
224	171	0.922291021671827	0.694086325391175	14.0350877192982	15.7894736842105
225	173	0.91048574381985	0.797365956178511	31.7919075144509	21.9653179190751
226	170	0.926055654276659	0.25478097247823	2.35294117647059	49.4117647058824
228	172	0.921520766562191	0.630700148624559	11.6279069767442	22.093023255814
229	173	0.929291571447775	0.669482803615115	6.35838150289017	20.8092485549133
230	173	0.786841019603117	-0.0546925431280358	0	75.1445086705202
235	171	0.987520099839202	0.959064157795982	46.1988304093567	12.280701754386
238	173	0.863721486480849	-0.129182603638109	0	64.7398843930636
245	173	0.980406153960256	0.975146324027343	63.0057803468208	10.4046242774566
249	174	0.878864432358552	0.334313689421226	0	30.4597701149425
252	174	0.979124690338563	0.60532833793063	22.9885057471264	16.6666666666667
253	174	0.64070730943364	-0.176352552336593	1.14942528735632	77.0114942528736
254	174	0.702223867422193	-0.370770462683294	0.574712643678161	86.7816091954023
255	174	0.688378370682536	-0.287643473019459	0	78.1609195402299
256	174	0.966381730687092	0.922529296763393	62.6436781609195	5.17241379310345
257	174	0.937811441100259	0.741152383432982	5.74712643678161	24.1379310344828
258	174	0.742833224180643	-0.197514751363085	0	79.8850574712644
260	174	0.911161479540989	0.80783736123815	33.9080459770115	17.2413793103448
